GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
93.32,94.89,80.21,64.64,147,117,30,75,15,0,52,31,FALSO,VERO,79.59,42120000.00,164268064.00,121493478.52,255971828.87,65521569000000000.00,80441748000000000.00,4928042235,4928042235,343.95,239.73,16,1005000000,0.00,19584.00,140238.00,N
96.00,75.00,46.60,55.69,34,30,4,30,8,0,47,42,FALSO,FALSO,88.24,219433328.00,1397250050.00,193520999.41,1598227527.80,2554331260000000000.00,3941583710000000000.00,5589000000,6583000000,946.43,882.68,3,4008000000,7318.00,15102.00,32599.00,N
96.48,98.39,49.22,51.89,729,636,93,619,122,0,774,698,FALSO,VERO,87.24,17482886.00,119560192.00,17810572.99,163410642.74,26703044300000000.00,37122807000000000.00,11119095483,11119095483,1237.47,1101.63,3,1400000000,315.00,65631.00,1958018.00,N
98.21,97.65,45.07,71.38,833,782,51,731,67,0,994,993,FALSO,VERO,93.88,37785192.00,579372480.00,34188471.26,1411387969.00,1992016000000000000.00,2285333270000000000.00,29548000000,29548000000,4370.56,2879.92,2,9002000000,2483.00,55121.00,375087.00,N
91.16,72.00,48.69,20.80,26,21,5,21,7,0,56,44,FALSO,FALSO,80.77,31000000.00,125000000.00,33117395.80,48674428.60,2369200060000000.00,11205200300000000.00,625000000,651000000,100.34,107.69,3,170000000,0.00,42477.00,99263.00,N
89.99,87.50,29.26,28.11,35,27,8,27,14,0,30,24,FALSO,FALSO,77.14,72555560.00,167124992.00,41111711.71,100131710.14,10026359600000000.00,18969738800000000.00,1337000000,1959000000,291.80,339.68,3,408000000,270.00,29528.00,130277.00,N
94.10,90.91,39.91,56.64,35,24,11,23,13,0,52,23,FALSO,FALSO,68.57,58583340.00,127818192.00,46897864.21,193043955.32,37265971000000000.00,42059429000000000.00,1406000000,1406000000,220.74,227.22,2,668000000,717.00,46335.00,251645.00,N
94.50,80.00,40.74,36.68,45,40,5,40,7,0,565,565,FALSO,FALSO,88.89,333776416.00,2667811070.00,312719162.36,1849990900.70,3422466340000000000.00,8870184200000000000.00,13339055214,13351055214,1904.23,1860.39,2,5927055214,118143.00,998686.00,3523755.00,N
95.22,93.75,36.31,39.97,183,167,16,101,23,1,153,148,FALSO,VERO,91.26,37691012.00,393400000.00,39574671.45,293621525.10,86213600000000000.00,212742460000000000.00,6294400000,6294400000,408.32,605.67,4,1700400000,0.00,30844.00,96121.00,N
13.42,50.00,4.79,37.13,59,57,2,54,4,2,2184,2184,FALSO,FALSO,96.61,986140.40,8608192.00,194828.55,6391808.00,40855210000000.00,98950888000000.00,17216384,56209999,205.19,162.12,1,15000000,38387.00,27049645.00,54060903.00,N
90.82,88.89,71.71,72.58,26,14,12,14,19,0,385,150,FALSO,FALSO,53.85,840092800.00,980108290.00,1793770108.68,2100823830.47,4413460840000000000.00,4433065680000000000.00,11761300001,11761300001,1213.59,728.58,4,7864000001,161.00,985944.00,8780360.00,N
81.81,0.00,53.00,0.00,30,29,1,29,1,0,83,83,FALSO,FALSO,96.67,5793103.50,6000000.00,8895482.34,0.00,0.00,42806161000.00,6000000,168000000,0.00,27.12,2,1000000,1784.00,1784.00,1784.00,N
96.55,85.71,87.57,82.84,36,29,7,27,12,0,1196,382,FALSO,FALSO,80.56,27654734.00,114569616.00,81038611.82,266787819.05,71175743000000000.00,78729937000000000.00,801987333,801987333,281.85,226.58,2,768000000,106452.00,3715044.00,9769411.00,N
97.56,66.67,92.04,64.29,44,41,3,12,4,0,935,841,FALSO,FALSO,93.18,7406936.00,101150120.00,26696353.76,137080924.70,18791179900000000.00,27578962100000000.00,303450377,303684377,561.70,38.00,2,295000000,129117.00,20636888.00,61535864.00,N
93.21,95.12,21.60,24.98,70,38,32,38,41,0,66,57,FALSO,FALSO,54.29,147789440.00,175500016.00,59814255.43,86289844.03,7445936200000000.00,8213811400000001.00,5616000000,5616000000,727.74,722.77,1,546000000,387.00,63074.00,211911.00,N
96.64,96.79,9.81,34.89,129,96,33,28,41,0,853,500,FALSO,VERO,74.42,96725440.00,281383072.00,24495500.00,212337991.88,45087424000000000.00,79185891000000000.00,9285643693,9285643693,1201.29,1113.72,2,1121101839,7541.00,496240.00,8197155.00,N
0.00,50.00,0.00,2.68,3,1,2,0,3,0,684,684,FALSO,FALSO,33.33,102335000.00,966878020.00,0.00,51836608.00,2687033810000000.00,750121670000000000.00,1933756075,102334997,3190.70,8.70,1,1018714641,3362206.00,3362206.00,3362206.00,N
95.41,83.33,30.84,51.62,34,28,6,28,11,0,24,22,FALSO,FALSO,82.35,168785696.00,787666690.00,93392167.44,766593273.91,587665260000000000.00,970678900000000000.00,4726000000,4726000000,327.22,267.62,3,1980000000,16762.00,35914.00,54799.00,N
50.00,90.00,48.31,69.05,12,2,10,1,16,0,406,403,FALSO,FALSO,16.67,59154940.00,197348784.00,57154940.00,396912722.32,157539710000000000.00,176637230000000000.00,1973487733,118309881,189.33,21.75,1,1382840256,50929.00,527734.00,1004539.00,N
79.00,83.33,33.50,70.80,26,20,6,12,10,1,709,709,FALSO,FALSO,76.92,60449996.00,184833328.00,36950608.93,281735932.58,79375127000000000.00,94846356000000000.00,1109000000,1209000000,72.31,173.01,2,781000000,162909.00,1270033.00,3398490.00,N
97.92,50.00,16.41,2.01,50,48,2,46,3,0,279,278,FALSO,FALSO,96.00,3538632.80,84927176.00,1037045.96,3419680.00,11694211300000.00,6635789400000000.00,169854354,169854354,8.36,16.43,8,81507498,19204.00,10349601.00,20679999.00,N
25.85,56.00,61.22,52.39,26,21,5,21,5,0,456,408,FALSO,FALSO,80.77,127999928.00,527400000.00,358793360.06,613040839.45,375819053000000000.00,535339464000000000.00,2637000000,2688000000,225.69,651.15,1,1732000000,2519.00,10090450.00,30141031.00,N
95.41,80.00,16.86,55.40,57,52,5,4,3,0,9,8,FALSO,FALSO,91.23,66634616.00,693000000.00,22714811.20,794615403.51,631413660000000000.00,1023747370000000000.00,3465000000,3465000000,290.48,275.91,9,1745000000,771.00,12032.00,16564.00,N
99.54,96.97,41.42,41.05,351,318,33,309,53,1,58,49,FALSO,VERO,90.60,186552752.00,1797689860.00,146463633.07,1594011578.68,2540872690000000000.00,5136636300000000000.00,59323765468,59323765468,3549.49,2242.04,20,18590608426,386.00,22123.00,57102.00,N
83.76,91.41,31.64,59.39,66,50,16,40,27,4,711,710,FALSO,FALSO,75.76,95723336.00,299135456.00,91890593.44,335237962.44,112384485000000000.00,153760963000000000.00,4786166949,4786166949,1989.78,1172.68,4,989566303,0.00,1121473.00,3957106.00,N
94.52,75.00,31.86,52.17,27,23,4,23,7,0,2268,2267,FALSO,FALSO,85.19,63695648.00,366250016.00,36229263.67,390050250.76,152139201000000000.00,243678337000000000.00,1465000000,1465000000,10883.12,164.88,5,1030000000,6130.00,401257.00,796384.00,N
94.28,87.89,24.26,65.88,56,39,17,39,29,0,94,93,FALSO,FALSO,69.64,128025640.00,293705856.00,106770180.78,633101043.98,400816931000000000.00,428266857000000000.00,4993000000,4993000000,40.10,29.19,3,2737000000,307.00,987133.00,5780230.00,N
82.80,96.73,45.39,64.19,286,219,67,108,114,0,2277,2276,FALSO,VERO,76.57,400036832.00,1307584510.00,412385929.95,2302104158.28,5299683400000000000.00,6123326500000000000.00,87608190919,87608190919,899412.99,365925.93,3,14090682460,1005.00,1108567.00,22235084.00,N
82.96,88.00,1.24,47.60,74,64,10,4,13,0,2226,2193,FALSO,FALSO,86.49,102326080.00,654886530.00,2898059.82,596304310.94,355578831000000000.00,660902010000000000.00,6548865903,6548865903,50051.93,952.22,2,1866000000,0.00,25926963.00,181127123.00,N
86.13,75.00,68.65,41.38,53,49,4,49,6,0,675,674,FALSO,FALSO,92.45,5372369.50,65811528.00,14093984.52,49057749.28,2406662640000000.00,6059554600000000.00,263246119,263246119,290.96,21.90,5,137239911,243576.00,6052324.00,11861072.00,N
95.66,95.47,44.68,46.18,55,28,27,6,37,0,122,121,FALSO,FALSO,50.91,237821440.00,246629664.00,251631966.74,263612254.80,69491416000000000.00,69569008000000000.00,6659000000,6659000000,634.81,122.95,2,1000000000,12697.00,234847.00,1144795.00,N
97.42,85.71,11.26,54.54,51,44,7,43,9,0,288,287,FALSO,FALSO,86.27,71295464.00,448142880.00,14033368.59,495038928.69,245063550000000000.00,387077468000000000.00,3137000000,3137000000,69.86,12.11,44,1553000000,76692.00,76692.00,76692.00,N
96.13,92.31,22.96,24.75,50,37,13,31,8,0,93,21,FALSO,FALSO,74.00,161648640.00,460076928.00,81060610.03,205766283.23,42339758000000000.00,131399207000000000.00,5981000000,5981000000,136.75,88.72,10,2234000000,1653.00,161523.00,858210.00,N
90.91,92.44,51.75,56.66,26,11,15,10,20,0,663,661,FALSO,FALSO,42.31,164391408.00,179290144.00,156809872.56,186197127.66,34669369000000000.00,34891339400000000.00,2689352118,1808305616,254.70,175.12,1,739914418,47395.00,419825.00,640653.00,N
97.44,85.71,72.87,58.30,46,39,7,23,11,0,1236,1179,FALSO,FALSO,84.78,4456592.00,24719700.00,14209892.38,29166223.44,850668540000000.00,1261262110000000.00,173037902,173807047,971.65,990.86,2,82755189,67504.00,12964176.00,83910627.00,N
76.45,91.67,24.45,78.49,81,69,12,67,17,0,1216,1158,FALSO,FALSO,85.19,38539820.00,220603984.00,19857136.50,480176697.99,230569667000000000.00,263717022000000000.00,2647247905,2659247905,1110.20,346.85,2,1778000000,2932.00,2059312.00,16190955.00,N
96.45,87.50,43.08,41.63,44,36,8,36,14,0,714,212,FALSO,FALSO,81.82,348000064.00,1566000130.00,271865571.36,1185361733.93,1405082400000000000.00,2888606440000000000.00,12528000000,12528000000,3391.39,979.33,1,2666000000,4603.00,1772979.00,13628149.00,N
95.04,90.00,46.74,47.63,32,22,10,22,11,0,905,876,FALSO,FALSO,68.75,100470112.00,221034240.00,84601519.00,189160831.93,35781823500000000.00,50317530000000000.00,2210342454,2210342454,4785.09,324.94,3,428000000,432.00,7093378.00,70272105.00,N
92.01,92.06,81.27,82.22,45,24,21,24,37,1,199,96,FALSO,FALSO,53.33,206513536.00,236015472.00,521462082.32,559506737.89,313047728000000000.00,313918163000000000.00,4956325060,4956325060,274.63,132.77,2,2500000000,0.00,279452.00,1138866.00,N
97.59,66.67,27.67,63.46,58,55,3,37,5,0,525,524,FALSO,FALSO,94.83,756818050.00,13874999300.00,376229662.72,18561242745.80,344519740000000000000.00,516606400000000000000.00,41625000000,41625000000,4356.77,3284.72,3,40123000000,113269.00,5472132.00,10830996.00,N
92.15,95.45,62.53,82.31,44,22,22,21,34,0,1001,1001,FALSO,FALSO,50.00,27900486.00,388543360.00,46140972.74,907869786.99,824227730000000000.00,954290740000000000.00,8547954230,613810731,1534.77,108.75,3,3801089827,2031.00,17159.00,32288.00,N
99.48,97.14,24.25,54.09,242,207,35,25,56,0,2211,2211,FALSO,VERO,85.54,1068153280.00,6169453600.00,578077028.93,6874775819.99,47262547000000000000.00,73285806000000000000.00,215930882588,221107623469,371997.99,29233.13,1,32395222190,2163.00,3470498.00,80075161.00,N
95.11,66.67,16.52,60.77,33,30,3,30,3,0,666,665,FALSO,FALSO,90.91,73166672.00,731666690.00,23616496.12,904048056.74,817302930000000000.00,1250925100000000000.00,2195000000,2195000000,68.89,16.35,6,1739000000,7496.00,764635.00,1521774.00,N
92.56,91.35,68.05,72.90,39,22,17,22,16,0,48,46,FALSO,FALSO,56.41,227045440.00,293823520.00,608275181.05,686226709.40,470907086000000000.00,475366362000000000.00,4995000000,4995000000,159.46,109.22,5,2842000000,2012.00,33921.00,178433.00,N
0.00,0.04,0.00,99.98,5137,1,5136,1,1,0,1,0,FALSO,VERO,0.02,1000000.00,194.70,0.00,13952.28,194676608.00,999805220000.00,1000000,1000000,0.00,0.00,1,0,0.00,0.00,0.00,N
96.54,96.17,55.56,60.68,62,34,28,34,53,1,374,33,FALSO,FALSO,54.84,315822176.00,383498432.00,613271249.27,699194802.46,488873381000000000.00,493453500000000000.00,10737954375,10737954375,649.08,514.37,2,1125000000,0.00,46989.00,269852.00,N
50.00,66.67,38.20,42.74,5,2,3,1,6,0,2136,2136,FALSO,FALSO,40.00,1133766.50,891885890.00,866233.50,700861673.94,491207095000000000.00,1284646430000000000.00,2675657749,2267533,165.88,0.23,1,1729887868,4810596.00,4810596.00,4810596.00,N
91.85,95.86,30.39,60.89,133,94,39,70,71,1,345,344,FALSO,VERO,70.68,3424011520.00,8252745200.00,1840328200.96,12442859326.03,154824780000000000000.00,178141410000000000000.00,321857000000,321857000000,27827.13,8941.90,3,54456000000,2730.00,43664.00,117260.00,N
79.16,89.26,71.45,50.39,44,33,11,33,21,0,915,216,FALSO,FALSO,75.00,9370153.00,28110458.00,16331680.82,26050825.48,678645500000000.00,1029844640000000.00,309215045,309215045,50.90,50.98,3,117000000,81584.00,1684580.00,4573881.00,N
91.09,0.00,35.77,0.00,34,33,1,33,1,0,24,23,FALSO,FALSO,97.06,22575758.00,10000000.00,21032485.68,0.00,0.00,158149688000000.00,10000000,745000000,0.00,28.67,9,0,165.00,165.00,165.00,N
90.70,91.00,29.62,31.76,41,21,20,20,29,0,223,161,FALSO,FALSO,51.22,78870000.00,82813496.00,45410297.76,49850023.70,2485024860000000.00,2500576130000000.00,1656270000,1656270000,334.18,296.96,3,442000000,736.00,121435.00,1642258.00,N
92.86,92.31,69.39,69.88,27,14,13,13,23,0,221,57,FALSO,FALSO,51.85,3444140290.00,3709074180.00,6719179532.29,6934455123.39,48086670000000000000.00,48156854000000000000.00,48217962808,48217962808,1016.98,504.82,1,26868000000,7018.00,337543.00,1300836.00,N
94.25,93.98,24.67,34.44,76,40,36,40,33,0,55,54,FALSO,FALSO,52.63,30475002.00,33861112.00,13518482.85,25524664.30,651508490000000.00,662974310000000.00,1219000000,1219000000,61.76,16.22,7,287000000,0.00,20783.00,50390.00,N
95.12,95.12,40.32,40.32,64,32,32,32,42,0,48,14,FALSO,FALSO,50.00,87187488.00,87187488.00,62970944.44,62970944.44,3965339560000000.00,3965339560000000.00,2790000000,2790000000,454.68,420.14,3,242000000,858.00,23056.00,99964.00,N
99.29,96.43,24.55,74.45,200,172,28,19,48,0,343,293,FALSO,VERO,86.00,163274208.00,1002970240.00,84486110.02,1751665932.31,3068333160000000000.00,3773423030000000000.00,28083165462,28083165462,1730.13,1425.64,10,6795270794,11437.00,358693.00,3090734.00,N
94.64,93.50,42.04,59.29,48,28,20,27,35,0,132,127,FALSO,FALSO,58.33,2276785920.00,3187500290.00,1906764016.82,4440731394.19,19720097000000000000.00,20549496000000000000.00,63750000000,63750000000,6091.86,2392.16,1,16113000000,13953.00,237801.00,933604.00,N
66.27,66.27,33.80,33.80,26,13,13,10,13,1,179,99,FALSO,FALSO,50.00,1599999870.00,1600000000.00,1034779798.20,1034779798.20,1070769230000000000.00,1070769230000000000.00,20800000000,20800000000,713.96,169.95,12,5000000000,0.00,353730.00,1060545.00,N
89.71,92.40,31.06,36.11,232,126,106,126,107,0,61,33,FALSO,VERO,54.31,18436506.00,21915092.00,15115164.62,19401963.83,376436234000000.00,388536734000000.00,2323000000,2323000000,311.02,253.80,15,251000000,0.00,10661.00,48083.00,N
95.74,91.84,54.12,43.34,77,63,14,63,24,0,99,92,FALSO,FALSO,81.82,35507940.00,149071440.00,50522625.67,127541292.47,16266781700000000.00,29163446400000000.00,2087000000,2237000000,309.32,344.67,3,443000000,0.00,32481.00,274428.00,N
93.94,94.39,45.87,43.97,57,29,28,29,35,0,123,10,FALSO,FALSO,50.88,181251696.00,187724976.00,212844498.72,213841994.57,45728405000000000.00,45770298000000000.00,5256299679,5256299679,647.86,519.71,3,1199000000,898.00,17673.00,76827.00,N
97.94,97.80,47.67,47.59,159,81,78,52,143,1,180,86,FALSO,VERO,50.94,250045472.00,259662608.00,229978864.48,234618079.19,55045654000000000.00,55138133000000000.00,20253686070,20253686070,2037.33,2059.37,3,1055000000,293.00,36505.00,192135.00,N
90.00,75.00,29.62,39.10,14,10,4,9,5,0,678,678,FALSO,FALSO,71.43,37019264.00,190798160.00,20171595.86,166150126.93,27605863600000000.00,51253812000000000.00,763192655,370192655,665.58,29.43,2,478192655,493201.00,493201.00,493201.00,N
95.01,77.78,42.90,60.17,48,42,6,22,9,0,813,811,FALSO,FALSO,87.50,55295872.00,387071072.00,46130961.89,595170937.62,354228459000000000.00,464303248000000000.00,2322426494,2322426494,3707.56,32.88,1,1815426494,14464.00,10432620.00,37439678.00,N
91.12,88.89,85.04,78.50,35,26,9,26,11,0,588,529,FALSO,FALSO,74.29,107500016.00,310555520.00,431218418.29,696610661.19,485266399000000000.00,526497982000000000.00,2795000000,2795000000,257.68,54.84,9,2274000000,19148.00,241007.00,664745.00,N
97.06,0.00,20.48,0.00,35,34,1,32,1,0,28,27,FALSO,FALSO,97.14,3823119.20,129986064.00,1856281.71,0.00,0.00,15917088700000000.00,129986062,129986062,0.00,8.89,7,129986062,1752180.00,1752180.00,1752180.00,N
96.77,92.31,16.60,49.19,44,31,13,29,21,0,1280,1279,FALSO,FALSO,70.45,99730552.00,237819040.00,33983753.36,252663068.27,63838629000000000.00,82907051000000000.00,3091647456,3091647456,9061.31,195.12,1,982699633,3362259.00,3501310.00,3640361.00,N
97.85,94.78,47.57,41.82,73,52,21,52,41,0,442,428,FALSO,FALSO,71.23,43258688.00,107116752.00,41605060.80,117315694.31,13762973600000000.00,17840821700000000.00,2249451539,2249451539,322.09,321.51,3,599000000,0.00,1180465.00,21977475.00,N
87.69,91.13,10.77,24.52,313,105,208,10,354,0,223,214,FALSO,VERO,33.55,23827894.00,30922750.00,6871524.29,17355986.42,301230249000000.00,351567199000000.00,6431929071,2501929071,1065.09,473.83,9,267929071,0.00,7562.00,57393.00,N
95.86,92.31,42.36,38.21,39,26,13,26,19,0,46,41,FALSO,FALSO,66.67,167426224.00,334852416.00,131776357.94,233934321.85,54725266000000000.00,82756796000000000.00,4353081687,4353081687,608.47,580.84,2,886000000,529.00,54648.00,274755.00,N
96.00,91.67,43.77,37.20,37,25,12,25,12,0,30,22,FALSO,FALSO,67.57,176760016.00,368249984.00,140619566.21,299110087.76,89466840000000000.00,126135227000000000.00,4419000000,4419000000,578.85,473.37,2,1142000000,5096.00,50695.00,226525.00,N
98.28,97.88,52.50,44.73,109,60,49,59,86,0,324,253,FALSO,VERO,55.05,512208480.00,627193980.00,896433642.22,961930711.51,925310500000000000.00,938532270000000000.00,30732507580,30732507580,3918.60,4131.84,4,782000000,0.00,452675.00,20939801.00,N
91.56,91.12,37.80,40.23,28,15,13,2,17,0,106,105,FALSO,FALSO,53.57,168999968.00,194999984.00,188070916.36,199033429.54,39614309000000000.00,40290311000000000.00,2535000000,2535000000,367.60,91.69,3,1489000000,43765.00,893510.00,1743255.00,N
96.40,66.67,13.25,60.83,53,50,3,8,6,0,29,28,FALSO,FALSO,94.34,126219992.00,2103666690.00,44009220.86,2609603601.56,6810031400000000000.00,10720327000000000000.00,6311000000,6311000000,461.76,234.74,5,5784000000,453694.00,453694.00,453694.00,N
96.01,91.84,52.68,61.53,117,103,14,103,21,0,46,40,FALSO,VERO,88.03,37766988.00,277857120.00,38981997.45,380780352.83,144993664000000000.00,202636952000000000.00,3890000000,3890000000,629.04,687.02,10,2289000000,0.00,82186.00,534449.00,N
82.96,86.78,52.04,37.99,65,43,22,42,32,5,797,794,FALSO,FALSO,66.15,3165705.00,5784091.00,4169558.52,4971358.39,24714403600000.00,31570356300000.00,127250000,136125301,60.39,26.03,14,14000000,0.00,1671300.00,19854170.00,N
89.57,88.70,71.40,65.06,86,57,29,13,36,4,401,401,FALSO,FALSO,66.28,4508456.50,8861105.00,8247958.15,15237089.00,232168886000000.00,251114407000000.00,256972042,256982055,14.82,18.52,21,97141600,0.00,4109218.00,32857339.00,N
92.98,92.56,49.84,44.94,51,29,22,28,21,0,201,9,FALSO,FALSO,56.86,566609540.00,746894340.00,530691996.66,638894182.61,408185755000000000.00,440688452000000000.00,16431677270,16431677270,1589.29,1451.41,4,2400000000,866.00,10653.00,78789.00,N
82.52,50.00,33.07,44.48,138,136,2,28,2,0,233,232,FALSO,VERO,98.55,4132353.00,281000000.00,2876908.12,250000000.00,62499999000000000.00,139155695000000000.00,562000000,562000000,22.20,37.21,13,531000000,16160.00,8308765.00,16601370.00,N
88.07,91.56,26.05,26.65,42,27,15,27,21,0,139,96,FALSO,FALSO,64.29,71440696.00,128593248.00,34546197.30,82062329.49,6734226300000000.00,10000639100000000.00,1928898667,1928898667,222.09,266.09,2,302000000,2078.00,243698.00,2754548.00,N
96.02,95.86,45.39,48.12,53,27,26,27,26,0,31,3,FALSO,FALSO,50.94,342185216.00,355346208.00,284677079.83,316732955.12,100319759000000000.00,100492966000000000.00,9239000000,9239000000,829.42,809.76,2,525000000,274.00,8172.00,40389.00,N
96.98,94.74,55.87,53.93,54,35,19,35,23,0,685,211,FALSO,FALSO,64.81,150051648.00,276410976.00,190066656.25,310085892.69,96153271000000000.00,112119932000000000.00,5251807599,5251807599,615.36,522.01,2,756000000,157.00,582889.00,5272007.00,N
27.11,84.38,41.73,66.20,68,60,8,50,8,2,30,26,VERO,FALSO,88.24,161250016.00,1209375100.00,251672108.43,1611238673.25,2596090160000000000.00,3694656490000000000.00,9675000000,9675000000,6.28,6.01,51,725000000,0.00,177761.00,731931.00,N
71.00,83.33,38.61,48.77,26,20,6,3,9,2,20,19,FALSO,FALSO,76.92,2720000000.00,9066667000.00,2026166346.39,8426281460.56,71002220000000000000.00,111282400000000000000.00,54400000000,54400000000,590.40,457.20,4,38600000000,25681.00,100550.00,290214.00,N
61.51,90.00,16.23,47.95,80,70,10,63,13,0,970,845,FALSO,FALSO,87.50,103925800.00,727481150.00,86119380.17,655092659.41,429146398000000000.00,817967590000000000.00,7274811203,7274811203,7801.89,574.29,3,2108000000,1113.00,1410221.00,11902854.00,N
55.33,0.00,30.86,NaN,27,26,1,26,0,0,955,955,FALSO,FALSO,96.30,2970557.50,0.00,2149189.94,0.00,0.00,8824211600000.00,0,77234500,0.00,22.15,2,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
67.06,50.00,1.71,46.56,31,29,2,5,2,0,1865,1864,FALSO,FALSO,93.55,100103440.00,1451500030.00,5591525.78,1351500032.00,1826552280000000000.00,3652825020000000000.00,2903000000,2903000000,18296.04,376.16,1,2803000000,72430623.00,72430623.00,72430623.00,N
