GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
89.84,90.91,12.68,36.83,89,78,11,32,11,0,1694,1694,FALSO,FALSO,87.64,95427312.00,408090912.00,32348471.20,268261892.55,71964440000000000.00,169722969000000000.00,4489000000,7443328723,17403.18,151.82,3,973000000,19176095.00,36274236.00,53372378.00,N
0.00,0.00,0.00,NaN,31,30,1,30,0,0,23,23,FALSO,FALSO,96.77,5000000.00,0.00,0.00,0.00,0.00,25000000100000.00,0,150000000,0.00,1.38,4,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
99.15,98.93,34.49,51.74,384,242,142,236,128,0,55,54,FALSO,VERO,63.02,59608484.00,101586240.00,127017710.27,185820123.52,34529129700000000.00,36291241000000000.00,14425244583,14425244583,762.35,603.96,21,1734796490,0.00,16347.00,112667.00,N
75.50,75.50,39.30,39.30,40,20,20,16,32,3,119,74,FALSO,FALSO,50.00,25000000.00,25000000.00,21737065.12,21737065.12,472500090000000.00,472500090000000.00,500000000,500000000,6.30,5.11,2,75000000,1681.00,183239.00,1172440.00,N
96.59,83.33,35.30,52.08,49,43,6,43,11,0,915,858,FALSO,FALSO,87.76,231953520.00,1662333570.00,198232641.21,1728153824.33,2986515470000000000.00,5032502100000000000.00,9974000000,9974000000,3295.23,593.67,1,5237000000,42464.00,4195155.00,14863373.00,N
96.49,94.78,55.27,68.94,163,142,21,100,19,0,1649,1647,FALSO,VERO,87.12,31097520.00,210278480.00,40518730.16,309588252.64,95844884000000000.00,127950692000000000.00,4415847914,4415847914,3434.45,429.91,5,1842712732,12804.00,1093237.00,6558070.00,N
87.50,88.00,35.48,41.67,26,16,10,16,19,0,1975,1975,FALSO,FALSO,61.54,68912504.00,92029992.00,45980524.07,86703901.20,7517567200000000.00,8051983999999999.00,920300000,1102600000,2706.90,57.35,2,331200000,1455274.00,4234346.00,9144644.00,N
49.70,49.70,5.49,5.49,26,13,13,5,15,0,34,8,FALSO,FALSO,50.00,10769231.00,10769231.00,1309952.80,1309952.80,1715976010000.00,1715976010000.00,140000000,140000000,17.55,16.57,2,14000000,7226.00,35108.00,131416.00,N
0.00,92.86,0.00,58.56,15,1,14,0,27,0,2190,2190,FALSO,FALSO,6.67,101176448.00,314519552.00,0.00,386221559.43,149167083000000000.00,194682381000000000.00,4403274037,101176450,37041.46,8.40,1,1585593217,493720.00,493720.00,493720.00,N
65.43,75.06,7.43,20.12,316,171,145,156,218,0,1344,715,FALSO,VERO,54.11,114230744.00,134713520.00,40708033.66,83586901.26,6986769300000000.00,7406323700000000.00,19533480000,19533480000,2395.17,2270.45,1,784000000,967.00,353045.00,36215579.00,N
96.67,93.75,33.60,46.34,84,68,16,68,24,0,72,65,FALSO,FALSO,80.95,190897040.00,811312510.00,132746680.82,698115548.78,487365298000000000.00,872280640000000000.00,12981000000,12981000000,1759.19,1736.11,3,2245000000,588.00,37642.00,124551.00,N
92.25,87.50,43.32,53.65,31,23,8,5,9,0,19,15,FALSO,FALSO,74.19,74869568.00,175500000.00,111328462.06,233241301.79,54401503000000000.00,64527984000000000.00,1404000000,1722000000,278.95,271.27,4,845000000,2796.00,33018.00,85266.00,N
95.82,83.33,51.84,78.71,196,190,6,162,13,0,2315,2315,FALSO,VERO,96.94,1790027520.00,56684057000.00,1758663882.52,117438082419.74,13791703000000000000000.00,16805059000000000000000.00,340104370000,340104521000,8877977.12,8000.90,2,319241370000,28247.00,19747413.00,69343549.00,N
94.54,91.41,76.40,66.21,91,75,16,71,28,0,500,499,FALSO,FALSO,82.42,107342586000.00,503168467000.00,235426968182.52,780942588667.19,609871340000000000000000.00,766549400000000000000000.00,8050694520066,8050694520066,981847.01,22122.89,5,3320268520066,42858.00,280870.00,746197.00,N
0.00,62.50,0.00,58.46,134,130,4,118,3,0,1,0,VERO,VERO,97.01,10000006100.00,325000004000.00,6144.00,364725930666.41,133025010000000000000000.00,232249980000000000000000.00,1300000000000,1300000000000,3598.40,3679.00,130,0,7158.00,7158.00,7158.00,N
49.11,89.26,76.46,59.39,88,77,11,68,11,0,2150,1424,FALSO,FALSO,87.50,7324242.50,51269692.00,19742123.20,61883075.28,3829514980000000.00,5760717800000000.00,563966630,563966630,3417.74,1375.15,2,201242135,1684.00,10283698.00,37472404.00,N
90.06,89.76,18.35,19.16,123,62,61,55,82,0,124,70,FALSO,VERO,50.41,123387080.00,125409816.00,47349883.65,49453198.93,2445619070000000.00,2449711100000000.00,7650000000,7650000000,941.74,902.30,2,293000000,1816.00,87369.00,3720375.00,N
85.71,88.89,25.65,88.47,16,7,9,4,17,0,2212,2212,FALSO,FALSO,43.75,147993568.00,1596491260.00,102193962.05,4472735482.24,20005363000000000000.00,22103509000000000000.00,14368423116,1035955012,17947.74,101.32,2,14247223372,44758367.00,44758367.00,44758367.00,N
96.80,94.08,61.33,100.00,97,72,25,6,16,3,1009,1008,FALSO,FALSO,74.23,49263880.00,141880000.00,78387038.71,448667098.02,201302179000000000.00,209879933000000000.00,3547000000,3547000000,12151.32,533.83,6,2169000000,0.00,62370.00,598835.00,N
7.40,66.67,3.05,53.47,29,26,3,26,5,1,144,144,FALSO,FALSO,89.66,4846154.00,33666668.00,769230.77,37061510.43,1373555510000000.00,2204177620000000.00,101000000,126000000,18.85,0.98,2,86000000,27580.00,2916109.00,5804638.00,N
99.48,50.00,37.74,49.89,198,196,2,178,2,0,2153,2153,FALSO,VERO,98.99,16120711.00,1300559870.00,28564707.52,1297615808.00,1683806810000000000.00,3333590610000000000.00,2601119865,3159658640,622.96,341.76,9,2555804139,9277.00,20328.00,31379.00,N
94.28,89.26,97.36,90.80,50,39,11,33,15,1,1627,1281,FALSO,FALSO,78.00,38645980.00,136917520.00,237064220.57,431046808.75,185801368000000000.00,195458636000000000.00,1506092769,1507193562,162.03,5.10,5,1500000000,0.00,355885.00,2997779.00,N
55.87,75.00,22.18,56.69,36,28,8,6,8,0,1265,1264,FALSO,FALSO,77.78,1535714.20,5375000.00,680448.53,6945097.19,48234379000000.00,62974492000000.00,43000000,43000000,320.33,0.45,6,23000000,81543046.00,81543046.00,81543046.00,N
99.32,97.79,31.99,81.74,303,244,59,181,82,4,2165,1539,FALSO,VERO,80.53,1132493820.00,4683523600.00,1918383979.99,14218686569.60,202171020000000000000.00,214780890000000000000.00,276327888845,276328507223,58084.01,18650.22,3,82380268149,0.00,143862.00,752382.00,N
67.76,80.00,26.24,73.26,32,27,5,25,7,0,969,897,FALSO,FALSO,84.38,7037037.00,38000000.00,3511689.28,66576272.05,4432399810000000.00,5391104700000000.00,190000000,190000000,347.82,25.19,1,166000000,55843.00,5037039.00,17509130.00,N
96.55,0.00,18.40,0.00,30,29,1,27,1,0,27,26,FALSO,FALSO,96.67,5652166.00,163912832.00,2567889.70,0.00,0.00,25046441100000000.00,163912835,163912835,0.00,12.52,8,163912835,1754413.00,1754413.00,1754413.00,N
85.12,0.00,46.84,0.00,26,25,1,25,2,0,88,88,FALSO,FALSO,96.15,4960000.00,9000000.00,4591121.87,0.00,0.00,16321600300000.00,9000000,124000000,0.00,18.61,2,9000000,3458074.00,3458074.00,3458074.00,N
92.20,92.73,88.43,90.97,48,31,17,27,27,0,130,39,FALSO,FALSO,64.58,421612896.00,768823550.00,1756949685.31,2745933689.57,7540151700000000000.00,7660707100000000000.00,13070000000,13070000000,1216.19,1348.65,2,11725000000,68.00,48331.00,324412.00,N
97.87,96.79,14.10,53.50,430,384,46,29,34,0,180,178,FALSO,VERO,89.30,115270712.00,962260930.00,31838616.02,1046176926.25,1094486310000000000.00,1811878480000000000.00,44264000000,44264000000,5598.78,6154.35,11,3863000000,725.00,33389.00,479798.00,N
50.00,88.89,14.42,32.89,11,2,9,1,12,0,189,189,FALSO,FALSO,18.18,1552301.00,163970272.00,447699.00,97831092.76,9570923400000000.00,35950521200000000.00,1475732512,3104602,206.27,0.37,1,335363779,515274.00,515274.00,515274.00,N
95.35,85.71,19.16,39.87,51,44,7,26,6,0,1018,1017,FALSO,FALSO,86.27,164018416.00,1030972860.00,60964629.58,755135707.26,570229923000000000.00,1321839750000000000.00,7216809802,7216809802,34332.40,269.45,5,3500000000,258331.00,3055121.00,8510246.00,N
92.74,92.74,75.70,75.70,90,45,45,45,71,0,84,24,FALSO,FALSO,50.00,230800000.00,230800000.00,580490567.74,580490567.74,336969253000000000.00,336969253000000000.00,10386000000,10386000000,1433.80,1254.09,2,2490000000,2608.00,25256.00,145199.00,N
88.70,0.00,2.24,NaN,30,29,1,29,0,0,30,30,FALSO,FALSO,96.67,103965496.00,0.00,4612447.62,0.00,0.00,10808824200000000.00,0,3015000000,0.00,17.33,2,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
92.04,92.04,61.52,61.52,34,17,17,16,23,1,244,116,FALSO,FALSO,50.00,16694293500.00,16694293500.00,21082344770.37,21082344770.37,444465300000000000000.00,444465300000000000000.00,283803000000,283803000000,1861.64,1131.54,3,80000000000,2180.00,316163.00,3179675.00,N
96.88,96.69,93.00,93.76,90,46,44,44,47,1,250,63,FALSO,FALSO,51.11,239292809000.00,250169770000.00,877360143808.78,973387600435.95,947483650000000000000000.00,947601460000000000000000.00,11007470000000,11007470000000,57115.46,12469.41,3,4800000000000,858.00,43371.00,282015.00,N
90.31,93.33,71.16,71.82,109,94,15,85,14,0,110,107,FALSO,VERO,86.24,1012031550.00,6342000600.00,2180215222.15,10526461717.29,110806400000000000000.00,139214960000000000000.00,95130000000,95131000000,581.11,442.68,6,39850000000,1230.00,161501.00,416394.00,N
81.47,80.00,46.38,68.51,75,65,10,13,10,0,29,14,FALSO,FALSO,86.67,3923077.00,25500000.00,5039254.34,38016443.81,1445249780000000.00,1910813770000000.00,255000000,255000000,21.27,18.32,16,86000000,563.00,110079.00,292735.00,N
90.82,90.82,64.89,64.89,28,14,14,10,26,0,62,7,FALSO,FALSO,50.00,531142880.00,531142880.00,705246738.55,705246738.55,497372950000000000.00,497372950000000000.00,7436000000,7436000000,1116.83,831.68,5,1950000000,3930.00,38087.00,193657.00,N
95.65,94.74,72.60,68.43,42,23,19,23,22,0,1213,19,FALSO,FALSO,54.76,196444432.00,237801088.00,327806698.33,347127799.50,120497704000000000.00,122208080000000000.00,4518220753,4518221753,608.88,626.09,6,100342499,2929.00,12445.00,23681.00,N
88.82,90.74,14.09,17.92,58,35,23,8,32,0,57,43,FALSO,FALSO,60.34,89228568.00,135782608.00,28990723.36,50076425.52,2507648330000000.00,4674926900000000.00,3123000000,3123000000,452.67,491.25,2,307000000,523.00,86271.00,968126.00,N
99.06,89.26,26.38,44.21,166,155,11,154,12,0,213,212,FALSO,VERO,93.37,228375520.00,3196730620.00,126930549.08,3237470177.30,10481213000000000000.00,19292343000000000000.00,35164036049,35398214617,2000.50,3700.05,3,24560036049,263.00,583179.00,4364122.00,N
79.83,87.50,42.33,54.59,132,71,61,26,42,0,72,69,FALSO,VERO,53.79,5271467000.00,6135641100.00,4213279050.25,7838988679.64,61449750000000000000.00,62196536000000000000.00,374274000000,374274000000,5069.83,4204.06,5,42400000000,0.00,31800.00,183855.00,N
97.90,87.50,43.18,34.26,72,64,8,62,11,0,2337,2337,FALSO,FALSO,88.89,33923776.00,56547748.00,27574677.21,35903680.39,1289074170000000.00,1800918310000000.00,452381998,2171121502,5795.03,91.30,8,190070006,48893.00,14193807.00,28338721.00,N
0.00,88.89,0.00,36.56,10,1,9,0,13,0,58,58,FALSO,FALSO,10.00,110843712.00,254587456.00,0.00,180103032.29,32437100600000000.00,53099359000000000.00,2291286919,110843711,375.13,4.21,1,604547641,187352.00,187352.00,187352.00,N
96.17,96.17,34.37,34.37,56,28,28,28,29,0,34,18,FALSO,FALSO,50.00,74928584.00,74928576.00,45697709.05,45697709.05,2088280880000000.00,2088280750000000.00,2098000000,2098000000,241.47,202.14,3,174000000,1197.00,23978.00,70026.00,N
95.86,85.71,38.69,38.60,33,26,7,6,13,1,145,144,FALSO,FALSO,78.79,14218921000.00,52813140000.00,12013022722.26,38436281851.92,1477347600000000000000.00,2966861700000000000000.00,369692000000,369692000000,52953.30,12302.54,3,206733000000,2046438.00,2046438.00,2046438.00,N
85.80,77.05,21.07,8.94,65,36,29,36,31,0,60,9,FALSO,FALSO,55.38,90694432.00,112586184.00,47094361.21,37227648.94,1385898300000000.00,1865147260000000.00,3265000000,3265000000,539.90,525.30,2,104000000,190.00,21360.00,128080.00,N
92.44,81.63,74.80,81.95,37,30,7,19,10,0,83,82,FALSO,FALSO,81.08,59355196.00,254379408.00,118626543.32,565422116.17,319702179000000000.00,357736622000000000.00,1780655872,1780655872,245.58,255.49,7,1321604065,2808.00,145104.00,550831.00,N
95.68,94.65,68.43,58.39,63,36,27,33,44,4,1233,1172,FALSO,FALSO,57.14,27049820.00,36063280.00,37196769.70,39231255.47,1539091460000000.00,1620333990000000.00,973708514,973793517,71.82,58.76,7,105000000,0.00,2524232.00,27300877.00,N
94.50,83.33,49.61,60.88,26,20,6,20,8,0,468,466,FALSO,FALSO,76.92,77500000.00,258333360.00,71080588.07,298698651.84,89220885000000000.00,121921580000000000.00,1550000000,1550000000,156.44,117.98,3,693000000,1515.00,358842.00,1429727.00,N
93.33,92.31,53.11,48.40,28,15,13,15,17,0,100,13,FALSO,FALSO,53.57,1150025600.00,1326952580.00,1301111348.39,1331676472.31,1773362170000000000.00,1804665270000000000.00,17250382723,17250382723,2258.01,2420.84,1,1920747601,269.00,57472.00,619091.00,N
98.51,92.86,79.28,45.77,106,92,14,89,21,0,661,654,FALSO,VERO,86.79,135137952.00,888049470.00,278101545.07,762710557.49,581727340000000000.00,1148602830000000000.00,12432690593,12432690593,2235.49,1722.77,7,1750581494,3784.00,128476.00,841458.00,N
93.60,66.67,55.11,47.02,37,34,3,34,2,0,673,668,FALSO,FALSO,91.89,20606672.00,233516672.00,21801783.53,202631399.07,41059484000000000.00,86390149000000000.00,700550000,700626879,294.23,67.23,2,494550000,93910.00,16243094.00,32392279.00,N
99.58,93.83,96.63,60.28,358,340,18,173,13,0,2267,2245,FALSO,VERO,94.97,3513454.20,66357676.00,27923898.28,75622604.40,5718779000000000.00,9668173200000000.00,1194438053,1194575583,4314.17,318.99,5,300020000,0.00,4902557.00,77953640.00,N
77.75,88.89,10.28,52.12,162,153,9,131,13,0,956,956,FALSO,VERO,94.44,91790808.00,1515889020.00,25563621.41,1450740667.47,2104648460000000000.00,4132703570000000000.00,13643000000,14044000000,112652.81,969.88,2,13467000000,51556330.00,51556330.00,51556330.00,N
80.99,77.78,36.92,37.16,54,48,6,44,11,1,1673,1673,FALSO,FALSO,88.89,68511544.00,447346176.00,46413330.51,317182921.49,100605005000000000.00,244120667000000000.00,2684077160,3288554438,2679.96,850.01,3,1102000000,3983630.00,34392997.00,64802364.00,N
89.53,90.43,2.49,6.02,151,77,74,4,106,0,42,22,FALSO,VERO,50.99,105090936.00,109351384.00,6196316.08,21981215.83,483173889000000.00,501324890000000.00,8092000000,8092000000,1360.95,1342.78,4,206000000,0.00,15983.00,91469.00,N
90.59,95.67,65.28,77.00,519,446,73,373,92,0,2327,2299,FALSO,VERO,85.93,151724352.00,917800060.00,584409249.58,2089876348.95,4367581240000000000.00,4954454900000000000.00,66999421294,67669270183,9583.17,7933.89,4,12150000000,256.00,1227218.00,62651302.00,N
93.43,93.43,55.74,55.74,34,17,17,12,16,0,48,16,FALSO,FALSO,50.00,1506117760.00,1506117760.00,1869240912.59,1869240912.59,3494061590000000000.00,3494061590000000000.00,25604000000,25604000000,833.87,748.04,5,7976000000,4992.00,28900.00,138843.00,N
91.94,90.00,32.99,47.58,54,44,10,44,15,0,697,695,FALSO,FALSO,81.48,12668083.00,55739564.00,7795110.20,50344102.02,2534528650000000.00,4389681260000000.00,557395653,557395653,56.57,12.46,2,195000000,8780.00,1863536.00,13835065.00,N
85.03,66.67,9.15,64.72,36,33,3,33,2,0,946,945,FALSO,FALSO,91.67,521481440.00,5736295900.00,148820898.43,7762845647.73,60261770000000000000.00,87456070000000000000.00,17208887202,17208887202,122614.70,1696.64,1,17208887202,60615687.00,60615687.00,60615687.00,N
93.83,93.43,48.38,45.65,35,18,17,18,17,0,20,12,FALSO,FALSO,51.43,162555536.00,172117632.00,270391945.95,275607325.60,75959417000000000.00,76050840000000000.00,2926000000,2926000000,422.57,372.18,2,209000000,2314.00,27067.00,81056.00,N
98.16,83.33,33.73,49.95,82,76,6,76,8,0,59,57,FALSO,FALSO,92.68,197198192.00,2497843460.00,150774931.88,3154547476.64,9951170000000000000.00,15244139000000000000.00,14987062044,14987062044,679.52,260.49,7,12726000000,823.00,394622.00,1527838.00,N
98.75,96.30,22.61,46.31,109,82,27,76,51,1,817,817,FALSO,VERO,75.23,14485824.00,41038072.00,6242859.83,41089440.78,1688342110000000.00,2393363280000000.00,1108027900,1187837666,382.91,88.99,8,137538560,0.00,9346.00,15630.00,N
92.22,0.00,32.86,NaN,91,90,1,90,0,0,309,309,FALSO,FALSO,98.90,14388890.00,0.00,8403298.88,0.00,0.00,207040157000000.00,0,1295000000,0.00,168.10,2,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
56.92,63.48,19.95,26.87,65,34,31,34,39,0,42,17,FALSO,FALSO,52.31,1620588.20,1777419.40,635137.51,1032913.08,1066909700000.00,1091505290000.00,55100000,55100000,11.19,8.91,3,13000000,975.00,21849.00,134128.00,N
96.04,93.43,52.74,55.11,213,196,17,183,18,0,2351,587,FALSO,VERO,92.02,55886932.00,644034880.00,139204239.44,660697460.21,436521131000000000.00,782439070000000000.00,10948591771,10953840920,1181.99,1160.22,4,1398764234,3090.00,583562.00,4849058.00,N
76.00,80.08,56.15,60.21,72,40,32,40,51,10,3,2,FALSO,FALSO,55.56,80450008.00,100562488.00,113411190.26,151096187.77,22830055400000000.00,23234572600000000.00,3218000000,3218000000,101.83,106.19,40,100000000,0.00,10992.00,63025.00,N
88.15,94.78,38.36,43.48,87,66,21,66,27,0,267,236,FALSO,FALSO,75.86,204409024.00,642428540.00,166579945.07,534430321.66,285615772000000000.00,477476909000000000.00,13491000000,13491000000,1433.79,1040.70,1,1938000000,1053.00,414980.00,5246291.00,N
82.72,82.00,18.81,28.04,28,18,10,18,13,0,1742,1739,FALSO,FALSO,64.29,82222224.00,148000000.00,35260231.86,76448675.59,5844399800000000.00,10171116100000000.00,1480000000,1480000000,3967.80,186.54,1,285000000,0.00,25870980.00,103362269.00,N
94.65,75.00,67.27,56.70,31,27,4,27,4,0,73,47,FALSO,FALSO,87.10,416370304.00,2810500100.00,966503982.06,3045962603.62,9277888000000000000.00,15009745000000000000.00,11242000000,11242000000,1035.10,1583.94,6,7593000000,14641.00,367242.00,552343.00,N
97.30,90.91,64.55,54.46,48,37,11,9,13,0,1161,1143,FALSO,FALSO,77.08,1639333.00,5514120.00,4242752.98,7124596.27,50759870000000.00,65773855000000.00,60655322,60655322,440.72,453.93,2,28872852,15283.00,9294354.00,88139883.00,N
66.50,66.50,32.47,32.47,40,20,20,10,22,1,74,13,FALSO,FALSO,50.00,1974999810.00,1974999810.00,1382705680.90,1382705680.90,1911875070000000000.00,1911875070000000000.00,39500000000,39500000000,3142.79,2596.76,4,4000000000,1433.00,39235.00,248650.00,N
95.53,94.39,52.91,79.28,212,184,28,111,43,0,440,439,FALSO,VERO,86.79,956080580.00,6282818000.00,1024638161.04,15458384570.93,238961700000000000000.00,267335840000000000000.00,175918920000,175918920000,12754.81,4063.98,2,80293000000,0.00,221236.00,2042041.00,N
97.24,98.12,51.20,28.57,170,113,57,69,82,2,961,382,FALSO,VERO,66.47,231415840.00,458771808.00,222437780.94,232940563.01,54261307000000000.00,105952059000000000.00,26149994426,26149994426,2845.42,1420.64,3,708000000,0.00,391664.00,19227365.00,N
94.10,95.45,71.65,82.82,49,27,22,27,29,8,790,696,FALSO,FALSO,55.10,25533808600.00,31336947700.00,43425249033.72,54883556468.19,3012204500000000000000.00,3045881300000000000000.00,689412825595,689412825595,381122.66,180531.39,2,143896435619,10772.00,860383.00,2381308.00,N
90.63,88.00,88.09,81.25,26,16,10,16,14,1,1891,1891,FALSO,FALSO,61.54,46284276.00,74054736.00,127723780.22,155108691.23,24058708100000000.00,24829903900000000.00,740547360,740548360,1084.32,421.22,1,505150000,9970.00,14171814.00,58688770.00,N
37.11,0.00,16.67,0.00,31,30,1,6,1,0,964,963,FALSO,FALSO,96.77,1266666.60,38000000.00,512076.38,0.00,0.00,1349337660000000.00,38000000,38000000,0.00,0.83,13,38000000,80675524.00,80675524.00,80675524.00,N
0.00,95.00,0.00,63.63,21,1,20,0,39,0,69,68,FALSO,FALSO,4.76,565827840.00,767885700.00,0.00,1152767183.65,1328872090000000000.00,1369699570000000000.00,15357713308,565827834,1214.32,12.51,1,4998671754,192255.00,192255.00,192255.00,N
99.35,98.39,57.13,39.40,337,242,95,227,88,0,2272,2272,FALSO,VERO,71.81,335442592.00,582527490.00,462544560.89,406319153.69,165095244000000000.00,226146280000000000.00,55340121000,81177121000,260634.46,7139.06,3,2959000000,1762.00,350844.00,1940252.00,N
97.93,98.00,80.67,86.53,259,180,79,176,64,1,530,189,FALSO,VERO,69.50,103283312.00,235329088.00,964184356.01,1448404739.81,2097877120000000000.00,2115312490000000000.00,18591000000,18591000000,1352.70,1430.16,4,754000000,0.00,120715.00,5110986.00,N
98.26,99.13,37.53,52.79,486,342,144,285,191,0,2058,1591,FALSO,VERO,70.37,82496168.00,195928432.00,62998758.66,209534955.14,43904904000000000.00,56771784000000000.00,28213700913,28213700913,25703.00,19652.03,5,825958000,0.00,253101.00,6103667.00,N
82.02,87.50,29.30,44.72,64,56,8,55,7,0,17,16,FALSO,FALSO,87.50,8785714.00,61500000.00,6726053.52,57894300.24,3351749800000000.00,6130546100000000.00,492000000,492000000,58.11,35.73,16,154000000,26695.00,45585.00,64476.00,N
98.21,92.31,40.22,56.03,69,56,13,51,22,0,132,122,FALSO,FALSO,81.16,16454147.00,70879408.00,11600976.05,108891408.79,11857338500000000.00,14819445400000000.00,921432344,921432344,137.99,166.53,8,408562260,1384.00,89751.00,186968.00,N
92.98,75.00,39.17,55.78,26,22,4,22,4,0,1119,1118,FALSO,FALSO,84.62,19272728.00,106000000.00,13383102.71,111285668.44,12384499500000000.00,19906119000000000.00,424000000,424000000,2077.24,3.46,7,295000000,714374.00,714374.00,714374.00,N
54.61,75.00,58.37,63.54,45,41,4,41,7,0,854,853,FALSO,FALSO,91.11,37807312.00,387524960.00,76412695.69,519410110.22,269786859000000000.00,392089317000000000.00,1550100000,1550100000,179.79,1.48,3,1280000000,12757211.00,15631014.00,18504818.00,N
97.20,87.50,34.96,36.68,49,41,8,4,12,0,66,63,FALSO,FALSO,83.67,330024384.00,1691375100.00,204159011.18,1098687363.61,1207113960000000000.00,3060389190000000000.00,13531000000,13531000000,1665.04,1446.83,5,2926000000,4211.00,104574.00,320580.00,N
83.76,90.25,45.20,61.66,56,35,21,35,17,0,89,61,FALSO,FALSO,62.50,132335352.00,220558928.00,185528588.66,375940806.30,141331500000000000.00,149114908000000000.00,4631738506,4631738506,698.58,528.23,2,1770000000,0.00,96807.00,428309.00,N
46.72,67.00,94.60,93.28,45,25,20,23,19,0,41,27,FALSO,FALSO,55.56,2541319940.00,3176649730.00,10770989862.77,11958242422.83,142999544000000000000.00,143403170000000000000.00,63533000000,63533000000,11415.28,11666.53,4,316000000,0.00,12008.00,61737.00,N
49.75,75.00,28.13,44.05,44,40,4,40,8,0,29,28,FALSO,FALSO,90.91,1575000.00,15750000.00,1021946.67,12695963.93,161187505000000.00,362118122000000.00,63000000,63000000,10.92,7.99,4,34000000,328289.00,328289.00,328289.00,N
77.56,77.56,5.94,5.94,38,19,19,19,22,0,233,123,FALSO,FALSO,50.00,95526304.00,95526304.00,17263799.73,17263799.73,298038753000000.00,298038753000000.00,1815000000,1815000000,288.58,249.90,1,514000000,615.00,652644.00,9395360.00,N
11.72,35.71,33.75,39.14,30,16,14,16,27,5,109,103,FALSO,FALSO,53.33,15625000.00,17857142.00,21785531.32,23046093.50,531122467000000.00,536104831000000.00,250000000,250000000,25.42,32.41,3,160000000,0.00,569799.00,1923796.00,N
95.68,93.75,49.50,47.53,41,25,16,25,26,0,91,29,FALSO,FALSO,60.98,128603144.00,200942384.00,130617885.12,170300955.67,29002415200000000.00,34235388300000000.00,3215078384,3215078384,410.96,326.89,3,456624934,1796.00,53665.00,234748.00,N
95.94,91.41,48.39,41.47,79,63,16,63,29,0,43,27,FALSO,FALSO,79.75,34757984.00,136859568.00,34116903.48,129944324.20,16885527600000000.00,27310260400000000.00,2189752924,2189752924,331.32,341.43,6,470000000,0.00,17223.00,90958.00,N
97.78,80.00,53.79,45.55,50,45,5,45,9,0,725,721,FALSO,FALSO,90.00,34907368.00,297133632.00,37140264.15,274628019.71,75420545000000000.00,144183186000000000.00,1485668329,1570831886,1840.64,320.48,2,824000000,55.00,13564640.00,52931244.00,N
87.50,83.33,43.20,15.93,14,8,6,7,9,0,1658,1658,FALSO,FALSO,57.14,473413120.00,3694312700.00,375595197.35,1065274034.78,1134808770000000000.00,11509002000000000000.00,22165875500,3787305159,81141.06,679.17,1,5001004675,545.00,545.00,545.00,N
18.84,85.71,21.47,57.01,26,19,7,19,4,0,1698,1697,FALSO,FALSO,73.08,6578947.50,17857142.00,4603382.92,19036978.84,362406589000000.00,489604294000000.00,125000000,125000000,339.56,1.19,3,50010000,124786179.00,124786179.00,124786179.00,N
99.61,94.44,53.58,64.67,382,364,18,345,8,1,749,742,FALSO,VERO,95.29,47252152.00,955543870.00,66396148.60,2207330778.79,4872309900000000000.00,5697303100000000000.00,17199789398,17199789398,1290.56,633.78,13,9640000000,2284.00,3724289.00,55471075.00,N
93.43,92.31,37.01,35.23,30,17,13,17,18,0,824,52,FALSO,FALSO,56.67,196529440.00,256692336.00,138359343.59,169231465.99,28639290800000000.00,32258859400000000.00,3337000000,3341000000,291.69,352.83,2,606000000,209.00,209457.00,2260620.00,N
96.15,96.15,31.27,31.27,52,26,26,26,24,0,54,53,FALSO,FALSO,50.00,668269250.00,668269250.00,379508645.66,379508645.66,144026815000000000.00,144026815000000000.00,17375000000,17375000000,1110.54,776.85,2,3819000000,2465.00,46062.00,289767.00,N
91.27,66.67,31.65,52.85,38,35,3,9,3,0,12,11,FALSO,FALSO,92.11,11714286.00,136666672.00,8368551.16,139662291.10,19505555300000000.00,35118656900000000.00,410000000,410000000,6.68,4.38,11,405000000,221070.00,221070.00,221070.00,N
96.44,88.89,35.45,46.75,39,30,9,28,17,0,1298,1297,FALSO,FALSO,76.92,2901463300.00,9671545900.00,1925341828.21,8205858145.38,67336110000000000000.00,113170130000000000000.00,87043915041,87043915041,139340.89,769.89,1,23137000000,16903.00,6134299.00,28074316.00,N
97.12,97.19,55.05,55.93,105,54,51,49,54,0,191,124,FALSO,VERO,51.43,145115648.00,153651856.00,164639645.71,169607027.71,28766542000000000.00,28839410500000000.00,7836244200,7836244200,341.16,262.44,5,1112000000,2828.00,150768.00,3767010.00,N
99.10,66.67,26.56,61.51,114,111,3,104,5,0,1563,1563,FALSO,VERO,97.37,6926350.50,48878128.00,3236448.25,61921702.21,3834297430000000.00,5594248600000000.00,146634381,768824799,464.53,121.77,8,137342049,99663676.00,99663676.00,99663676.00,N
